budget,genres,popularity,production_companies,revenue,runtime,title,vote_average,vote_count,release_year,release_month,adj_revenue,adj_budget
35000000,"['Drama', 'War']",22.631999999999998,"['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FilmFernsehFonds Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",120072577.0,150.0,The Pianist,8.4,6228.0,2002,9,178908139,52150000
22000000,"['Drama', 'History', 'War']",37.478,"['Universal Pictures', 'Amblin Entertainment']",321365567.0,195.0,Schindler's List,8.6,11183.0,1993,11,597739954,40920000
59000000,"['Animation', 'Comedy', 'Family', 'Adventure']",93.287,"['20th Century Fox', 'Blue Sky Studios', '20th Century Fox Animation']",383257136.0,81.0,Ice Age,7.3,9910.0,2002,10,571053132,87910000
350000,"['Thriller', 'Science Fiction', 'Mystery']",13.025,"['Cube Libre', 'Feature Film Project', 'Harold Greenberg Fund', 'Odeon Films', 'Ontario Film Development Corporation', 'T??l??film Canada', 'Viacom Canada', 'Lionsgate']",8969065.0,90.0,Cube,6.8,3308.0,1997,9,14978338,584500
125000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",20.511,"['The Mark Gordon Company', ""Mel's Cite du Cinema"", 'Lions Gate Films', 'Centropolis Entertainment', '20th Century Fox']",544272402.0,124.0,The Day After Tomorrow,6.5,5875.0,2004,5,772866810,177500000
3000000,"['Drama', 'Thriller', 'Crime']",8.524,"['Journeyman Pictures', 'Fine Line Features', 'HBO Films']",12450821.0,101.0,Maria Full of Grace,7.3,246.0,2004,1,17680165,4260000
40000000,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",40.489000000000004,"['Dune Entertainment', 'Davis Entertainment', 'Brandywine Productions', '20th Century Fox']",130290885.0,94.0,Aliens vs Predator: Requiem,5.1,1871.0,2007,12,168075241,51600000
6000000,"['Drama', 'Comedy']",10.514000000000001,"['Senator Film', 'Fine Line Features', 'StudioCanal', 'Good Machine', 'Beverly Detroit', 'Partizan']",1600000.0,96.0,Human Nature,6.1,166.0,2001,12,2432000,9120000
2224000,"['Comedy', 'Drama']",2.9810000000000003,"['Solar Films', 'Happy End Filmproductions', 'Filmpool Nord', 'Svensk Filmindustri', 'Fine & Mellow Productions']",28000000.0,105.0,Popular Music,6.3,29.0,2004,1,39760000,3158080
8731048,"['Mystery', 'Drama', 'Thriller']",8.21,"['Les Films du Losange', 'wega film vienna', 'BIM Distribuzione', 'CNC', 'Filmstiftung Nordrhein-Westfalen', 'France 3 Cin??ma', 'Eurimages', 'Bavaria Film', 'Filmfonds Wien', 'OFI', 'Canal+', 'StudioCanal', 'ARTE France Cin??ma', 'WDR', 'ORF']",36000000.0,117.0,Cach??,7.1,630.0,2005,5,49320000,11961535
3600000,"['Drama', 'Romance']",13.777000000000001,"['Intial Productions', 'United Artists', 'Lumi??re Pictures']",49800000.0,111.0,Leaving Las Vegas,7.3,896.0,1995,10,87648000,6336000
2500000,"['Drama', 'Comedy']",11.015,"['Zentropa Entertainments', 'DR TV']",7235.0,117.0,The Idiots,6.5,333.0,1998,4,11937,4125000
60000000,"['Drama', 'Romance']",19.82,"['Universal Pictures', 'Imagine Entertainment', 'DreamWorks Pictures', 'CJ Entertainment']",313542341.0,135.0,A Beautiful Mind,7.8,7532.0,2001,11,476584358,91200000
14500000,"['Drama', 'Romance']",16.677,['Bazmark Films'],147298761.0,120.0,Romeo + Juliet,6.8,3808.0,1996,1,251880881,24795000
3500159,"['Comedy', 'Drama', 'Romance']",10.956,"['Fox Searchlight Pictures', 'Kintop Pictures', 'FilmF??rderung Hamburg', 'UK Film Council']",76578641.0,112.0,Bend It Like Beckham,6.3,1439.0,2002,11,114102175,5215236
52000000,['Drama'],12.311,['Jersey Films'],256271286.0,131.0,Erin Brockovich,7.4,2127.0,2000,3,399783206,81120000
2500000,"['Drama', 'Adventure']",12.713,['Fine Line Features'],6401336.0,104.0,My Own Private Idaho,7.1,736.0,1991,1,12610631,4925000
20000000,"['Drama', 'Crime', 'Thriller']",11.142999999999999,"['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']",60427839.0,124.0,21 Grams,7.3,2223.0,2003,5,88224644,29200000
60000,"['Mystery', 'Drama', 'Thriller']",9.54,"['Harvest Filmworks', 'Truth and Soul Pictures Inc', 'Plantain Films', 'Protozoa Pictures']",3221152.0,84.0,Pi,7.1,1537.0,1998,10,5314900,99000
46000000,"['Action', 'Adventure', 'Crime', 'Thriller']",16.299,"['Paramount', 'Scott Rudin Productions', 'New Deal Productions', 'Shaft Productions', 'Munich Film Partners & Company (MFP) GHS Productions']",107196498.0,99.0,Shaft,6.0,852.0,2000,6,167226536,71760000
9500000,"['Comedy', 'Crime', 'Thriller']",9.605,['Samuel Goldwyn Company'],14560247.0,124.0,Wild at Heart,7.1,1022.0,1990,8,29848506,19475000
10000000,['Drama'],23.288,"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",225933435.0,127.0,Good Will Hunting,8.1,8425.0,1997,5,377308836,16700000
13000000,"['Comedy', 'Drama', 'Fantasy']",14.752,"['Gramercy Pictures', 'Propaganda Films', 'Single Cell Pictures']",22863596.0,113.0,Being John Malkovich,7.4,3034.0,1999,10,36810389,20930000
18000000,['Comedy'],19.352999999999998,"['20th Century Fox', 'Everyman Pictures', 'Dune Entertainment', 'Four by Two Films', 'Major Studio Partners', 'One America']",262552893.0,84.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.7,3880.0,2006,1,349195347,23940000
60000000,"['Fantasy', 'Drama', 'Crime']",38.528,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros. Pictures', 'Universal Pictures']",286801374.0,189.0,The Green Mile,8.5,12042.0,1999,10,461750212,96600000
1200000,"['Crime', 'Thriller']",26.07,"['Live Entertainment', 'Dog Eat Dog Productions']",2859750.0,99.0,Reservoir Dogs,8.2,10404.0,1992,2,5462122,2292000
160000000,"['Adventure', 'Action', 'Drama', 'Thriller']",16.813,"['Virtual Studios', 'Radiant Productions', 'Next Entertainment', 'Irwin Allen Productions', 'Synthesis Entertainment', 'Warner Bros. Entertainment']",181674817.0,98.0,Poseidon,5.8,1494.0,2006,10,241627506,212800000
8000000,"['Crime', 'Drama']",11.315,"['Newmarket Films', 'Media 8 Entertainment', 'DEJ Productions', 'K/W Productions', 'Denver and Delilah Productions', 'VIP 2 Medienfonds', 'MDP Worldwide']",60378584.0,110.0,Monster,7.2,1501.0,2003,12,88152732,11680000
1500000,"['Action', 'Crime', 'Drama', 'Thriller']",9.593,['Live Entertainment'],418961.0,96.0,Killing Zoe,6.3,221.0,1993,1,779267,2790000
40000000,"['Comedy', 'Romance', 'Drama']",17.206,"['Working Title Films', 'DNA Films', 'Universal Pictures', 'StudioCanal']",244931766.0,135.0,Love Actually,7.1,4927.0,2003,7,357600378,58400000
42000000,"['Romance', 'Comedy', 'Drama']",18.238,"['Notting Hill Pictures', 'Working Title Films', 'Bookshop Productions', 'PolyGram Filmed Entertainment', 'Universal Pictures']",363889678.0,124.0,Notting Hill,7.2,4294.0,1999,5,585862381,67620000
4000000,"['Comedy', 'Mystery']",16.188,"['BBC Films', 'Ingenious Media', 'Perdido Prod.', 'Phoenix Wiley', 'Jelly Roll Production']",31584901.0,96.0,Scoop,6.6,1165.0,2006,7,42007918,5320000
18000000,"['Comedy', 'Drama', 'History']",11.243,['Touchstone Pictures'],5887457.0,127.0,Ed Wood,7.5,1607.0,1994,9,10656297,32580000
52000000,"['Crime', 'Drama']",20.102,"['Universal Pictures', 'Syalis DA', 'L??gende Entreprises', 'De Fina-Cappa']",116112375.0,179.0,Casino,8.0,3857.0,1995,11,204357780,91520000
30000000,"['Adventure', 'Animation', 'Comedy', 'Family']",15.519,"['Aardman Animations', 'DreamWorks Animation']",192610372.0,85.0,Wallace & Gromit: The Curse of the Were-Rabbit,7.0,1845.0,2005,4,263876209,41100000
200000000,"['Action', 'Science Fiction', 'Thriller']",32.008,"['Columbia Pictures', 'The Halcyon Company', 'Wonderland Sound and Vision', 'Warner Bros. Pictures']",371353001.0,115.0,Terminator Salvation,6.0,4849.0,2009,5,464191251,250000000
23000000,"['Romance', 'Comedy']",13.155,['20th Century Fox'],369884651.0,119.0,There's Something About Mary,6.6,3750.0,1998,7,610309674,37950000
1000000,['Drama'],11.412,"['IFC Films', 'The Weinstein Company']",13350369.0,103.0,Transamerica,7.1,329.0,2005,12,18290005,1370000
60000000,"['Drama', 'Romance']",10.722000000000001,"['Wildwood Enterprises', 'Touchstone Pictures']",186883563.0,170.0,The Horse Whisperer,6.9,823.0,1998,5,308357878,99000000
2962051,"['Drama', 'History']",12.152999999999999,"['Eleventh Street Production', 'Jon Kilik', 'Miramax']",3011195.0,108.0,Basquiat,6.7,201.0,1996,9,5149143,5065107
63000000,['Drama'],43.493,"['Regency Enterprises', 'Fox 2000 Pictures', 'Taurus Film', 'Atman Entertainment', 'Knickerbocker Films', '20th Century Fox', 'The Linson Company']",100853753.0,139.0,Fight Club,8.4,21422.0,1999,10,162374542,101430000
10000000,"['Crime', 'Drama', 'Thriller']",11.122,"['YLE', 'Zentropa Entertainments', 'Danmarks Radio (DR)', 'Trollh??ttan Film', 'Memfis Film', 'France 3 Cin??ma', 'Slot Machine', 'Liberator Productions', 'Nederlandse Programma Stichting (NPS)', 'Isabella Films B.V.', 'Pain Unlimited GmbH Filmproduktion', 'Something Else B.V.', 'Sigma Films', 'Zoma Films Ltd.', 'ARTE France Cin??ma', 'SVT', 'WDR/Arte', 'Film i V??st', 'Edith Film Oy', 'Invicta Capital', '4 1/2', 'TV 2']",16680836.0,178.0,Dogville,7.8,1690.0,2003,5,24354020,14600000
139000000,"['Fantasy', 'Action']",64.1,"['Marvel Enterprises', 'Columbia Pictures', 'Sony Pictures', 'Laura Ziskin Productions']",821708551.0,121.0,Spider-Man,7.2,13225.0,2002,1,1224345740,207110000
200000000,"['Action', 'Adventure', 'Fantasy']",23.936999999999998,"['Marvel Enterprises', 'Sony Pictures', 'Columbia Pictures', 'Laura Ziskin Productions']",783766341.0,127.0,Spider-Man 2,7.1,10699.0,2004,6,1112948204,284000000
258000000,"['Fantasy', 'Action', 'Adventure']",66.403,"['Columbia Pictures', 'Laura Ziskin Productions', 'Sony Pictures', 'Marvel Studios']",890871626.0,139.0,Spider-Man 3,6.2,9642.0,2007,1,1149224397,332820000
100000000,"['Fantasy', 'Action', 'Horror']",51.597,"['Village Roadshow Pictures', 'DC Comics', 'Lonely Film Productions GmbH & Co. KG.', ""The Donners' Company"", 'Branded Entertainment/Batfilm Productions', 'Weed Road Pictures', '3 Art Entertainment', 'Di Bonaventura Pictures', 'Warner Bros. Pictures']",230884728.0,121.0,Constantine,6.9,4810.0,2005,8,316312077,137000000
105000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",26.828000000000003,"['Touchstone Pictures', 'TriStar Pictures', 'Big Bug Pictures', 'Digital Image Associates', 'Sony Pictures']",121214377.0,129.0,Starship Troopers,6.9,3295.0,1997,7,202428009,175350000
80000000,"['Adventure', 'Action', 'Fantasy']",31.296999999999997,"['Universal Pictures', 'Alphaville Films']",415885488.0,124.0,The Mummy,6.8,6611.0,1999,4,669575635,128800000
48000000,"['Horror', 'Mystery']",28.49,"['BenderSpink', 'Parkes+MacDonald Image Nation', 'DreamWorks Pictures']",249348933.0,115.0,The Ring,6.6,4460.0,2002,10,371529910,71520000
52000000,"['Drama', 'History']",13.407,"['Imagine Entertainment', 'Universal Pictures', 'TF1 International']",355237933.0,140.0,Apollo 13,7.4,3934.0,1995,6,625218762,91520000
20000000,"['Drama', 'Comedy', 'Crime']",14.255999999999998,"['The Rank Organisation', 'Columbia Pictures']",21284514.0,106.0,To Die For,6.6,505.0,1995,9,37460744,35200000
22000000,"['Adventure', 'Drama', 'Western']",16.69,"['Tig Productions', 'Majestic Films International']",424208848.0,181.0,Dances with Wolves,7.9,2896.0,1990,3,869628138,45099999
2000000,"['Drama', 'Thriller']",14.344000000000001,"['Creado Film', 'Wiedemann & Berg Film', 'ARD']",70000000.0,137.0,The Lives of Others,8.1,2489.0,2006,3,93100000,2660000
76000000,"['Action', 'Crime', 'Thriller']",3.6910000000000003,"['Ardustry Entertainment', 'Mikona Productions GmbH & Co. KG', 'Original Film', 'Universal Pictures']",236350661.0,107.0,2 Fast 2 Furious,6.4,5175.0,2003,5,345071965,110960000
115000000,"['Animation', 'Comedy', 'Family']",108.303,"['Pixar', 'Walt Disney Pictures']",562816256.0,92.0,"Monsters, Inc.",7.8,14001.0,2001,1,855480709,174800000
15000000,"['Comedy', 'Drama']",10.628,"['New Line Cinema', 'Tribeca Productions', 'Baltimore Pictures']",64256513.0,97.0,Wag the Dog,7.0,619.0,1997,12,107308376,25050000
70000000,"['Adventure', 'Fantasy', 'Drama']",18.51,"['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company', 'Tim Burton Productions', 'Sony Pictures']",123218424.0,125.0,Big Fish,7.8,5462.0,2003,12,179898899,102200000
50000000,"['Horror', 'Mystery']",29.613000000000003,"['TriStar Pictures', 'Silent Hill DCP Inc.', 'Davis Films', 'Konami']",97607453.0,125.0,Silent Hill,6.5,3015.0,2006,4,129817912,66500000
25000000,['Drama'],11.809000000000001,"['Paramount', 'Miramax', 'Scott Rudin Productions']",41597830.0,114.0,The Hours,7.3,1200.0,2002,12,61980766,37250000
125000000,"['Thriller', 'Mystery']",29.899,"['Imagine Entertainment', 'Skylark Productions']",767820459.0,149.0,The Da Vinci Code,6.7,7030.0,2006,5,1021201210,166250000
60000000,"['Comedy', 'Drama']",17.967,"['Amblin Entertainment', 'Parkes/MacDonald Productions', 'DreamWorks Pictures', 'CJ Entertainment']",219417255.0,128.0,The Terminal,7.3,5582.0,2004,6,311572502,85200000
200000000,"['Drama', 'Romance']",87.865,"['Paramount', 'Lightstorm Entertainment', '20th Century Fox']",2187463944.0,194.0,Titanic,7.9,18937.0,1997,11,3653064786,334000000
3300000,"['Drama', 'Crime']",21.201999999999998,"['O2 Filmes', 'Videofilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumi??re']",30641770.0,130.0,City of God,8.4,5000.0,2002,5,45656237,4917000
75000000,"['Action', 'Adventure', 'Science Fiction']",24.921,"['20th Century Fox', 'Centropolis Entertainment']",817400891.0,145.0,Independence Day,6.8,7213.0,1996,6,1397755523,128250000
63000000,"['Action', 'Science Fiction']",52.143,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']",463517383.0,136.0,The Matrix,8.1,18919.0,1999,3,746262986,101430000
150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",37.446,"['Village Roadshow Pictures', 'Silver Pictures', 'NPV Entertainment', 'Warner Bros. Pictures']",738599701.0,138.0,The Matrix Reloaded,7.0,7698.0,2003,5,1078355563,219000000
150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",35.728,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros. Pictures', 'Silver Pictures']",424988211.0,129.0,The Matrix Revolutions,6.7,6909.0,2003,3,620482788,219000000
90000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",31.871,"['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']",589390539.0,98.0,Men in Black,7.1,10495.0,1997,2,984282200,150300000
140000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",27.764,"['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']",441818803.0,88.0,Men in Black II,6.3,7592.0,2002,3,658310016,208600000
70000000,"['Drama', 'Action', 'History', 'Thriller']",13.489,"['Universal Pictures', 'Amblin Entertainment', 'Barry Mendel Productions', 'Alliance Atlantis Communications', 'Peninsula Films', 'DreamWorks Pictures', 'The Kennedy/Marshall Company']",130358911.0,164.0,Munich,7.1,1787.0,2005,12,178591708,95900000
18339750,"['Drama', 'History', 'War']",12.335,"['Rai Cinema', 'Constantin Film', 'NDR', 'ORF', 'Degeto Film', 'EOS Entertainment', 'WDR']",92180910.0,156.0,Downfall,7.8,2606.0,2004,8,130896892,26042445
30000000,['Drama'],271.774,['Icon Productions'],611899420.0,127.0,The Passion of the Christ,7.3,2846.0,2004,2,868897176,42600000
140000000,"['Drama', 'Action', 'War', 'History']",25.604,"['Warner Bros. Pictures', 'Bedford Falls Productions', 'Cruise-Wagner Productions', 'Radar Pictures']",456758981.0,154.0,The Last Samurai,7.5,4923.0,2003,9,666868112,204400000
20000000,"['Mystery', 'Thriller', 'Drama']",13.654000000000002,"['Mandalay Entertainment', 'Columbia Pictures']",67200000.0,108.0,Wild Things,6.3,1120.0,1998,3,110880000,33000000
25000000,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",21.474,"['Kasdan Pictures', 'Tig Productions', 'Warner Bros. Pictures']",411006740.0,129.0,The Bodyguard,6.6,2018.0,1992,11,785022873,47750000
38000000,"['Mystery', 'Thriller']",11.997,"['R.P. Productions', 'Orly Films', 'Bac Films', 'Kino Visi??n', 'Origen Producciones Cinematograficas', 'V??a Digital', 'Canal+', 'TF1 Films Production']",58401898.0,133.0,The Ninth Gate,6.4,2012.0,1999,8,94027055,61180000
4000000,"['Drama', 'Crime']",17.244,"['Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films', 'Miramax', 'Film4 Productions']",16491080.0,94.0,Trainspotting,8.0,7318.0,1996,2,28199746,6840000
60000000,"['Horror', 'Drama', 'Fantasy']",19.153,['Geffen Pictures'],223664608.0,123.0,Interview with the Vampire,7.4,4088.0,1994,11,404832940,108600000
6000000,"['Drama', 'Crime', 'Thriller']",20.188,"['Bad Hat Harry Productions', 'Blue Parrot Productions']",23341568.0,106.0,The Usual Suspects,8.2,7618.0,1995,7,41081159,10560000
25000000,"['Comedy', 'Romance', 'Drama']",17.906,"['Working Title Films', 'Little Bird']",281929795.0,97.0,Bridget Jones's Diary,6.7,3783.0,2001,4,428533288,38000000
20000000,"['Comedy', 'Drama']",27.739,"['Melampo Cinematografica', 'Miramax', 'StudioCanal']",230098753.0,116.0,Life Is Beautiful,8.5,10007.0,1997,12,384264917,33400000
15000000,"['Drama', 'Thriller', 'Mystery']",13.509,"['CiBy 2000', 'October Films', 'Asymmetrical Productions', 'Lost Highway Productions']",3675201.0,134.0,Lost Highway,7.6,1677.0,1997,1,6137585,25050000
52000000,"['Drama', 'Crime']",26.875,"['Parkes/MacDonald Productions', 'Kemp Company', 'Splendid Pictures']",352114312.0,141.0,Catch Me If You Can,7.9,10808.0,2002,12,524650324,77480000
4500000,"['Crime', 'Drama', 'Thriller']",9.375,['Artisan Entertainment'],7390108.0,102.0,Requiem for a Dream,8.0,7093.0,2000,6,11528568,7020000
100000000,"['Drama', 'Science Fiction', 'Adventure']",17.816,"['Amblin Entertainment', 'Stanley Kubrick Productions', 'DreamWorks Pictures', 'Warner Bros. Pictures']",235926552.0,146.0,A.I. Artificial Intelligence,7.0,4621.0,2001,6,358608359,152000000
6500000,['Drama'],22.252,['Columbia Pictures'],57504069.0,112.0,Boyz n the Hood,7.5,1132.0,1991,12,113283015,12805000
175000000,"['Adventure', 'History', 'War']",35.191,"['Warner Bros. Pictures', 'Plan B Entertainment', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']",497409852.0,163.0,Troy,7.1,7565.0,2004,3,706321989,248500000
10000000,"['Horror', 'Thriller', 'Crime']",39.076,"['Twisted Pictures', 'Lionsgate']",139352633.0,96.0,Saw IV,6.2,2551.0,2007,10,179764896,12900000
92000000,"['Action', 'Adventure', 'Drama']",16.168,"['Constant c Productions', 'Universal Pictures', 'Amblin Entertainment', 'Warner Bros. Pictures']",494471524.0,113.0,Twister,6.4,2208.0,1996,10,845546306,157320000
2900000,['Drama'],10.284,"['MACT Productions', 'Videofilms', 'Riofilm']",5596708.0,113.0,Central Station,8.1,542.0,1998,11,9234568,4785000
3000000,"['Drama', 'Thriller', 'Mystery', 'Action']",20.424,"['Show East', 'CJ Entertainment', 'Egg Film', 'Cineclick Asia']",14980005.0,120.0,Oldboy,8.3,5656.0,2003,11,21870807,4380000
125000000,"['Adventure', 'Fantasy']",145.334,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",976475550.0,152.0,Harry Potter and the Philosopher's Stone,7.9,19954.0,2001,11,1484242836,190000000
100000000,"['Adventure', 'Fantasy']",119.415,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",876688482.0,161.0,Harry Potter and the Chamber of Secrets,7.7,16202.0,2002,11,1306265838,149000000
130000000,"['Adventure', 'Fantasy']",116.042,"['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films']",789804554.0,141.0,Harry Potter and the Prisoner of Azkaban,8.0,15916.0,2004,5,1121522466,184600000
150000000,"['Adventure', 'Fantasy', 'Family']",121.779,"['Warner Bros. Pictures', 'Heyday Films', 'Patalex IV Productions Limited']",895921036.0,157.0,Harry Potter and the Goblet of Fire,7.8,15297.0,2005,11,1227411819,205500000
150000000,"['Adventure', 'Fantasy', 'Mystery']",95.537,"['Warner Bros. Pictures', 'Heyday Films']",938212738.0,138.0,Harry Potter and the Order of the Phoenix,7.7,14600.0,2007,6,1210294432,193500000
140000000,"['History', 'Romance', 'War', 'Drama']",28.651,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",449220945.0,183.0,Pearl Harbor,6.9,4681.0,2001,5,682815836,212800000
8000000,"['Thriller', 'Crime']",57.178999999999995,"['Miramax', 'A Band Apart', 'Jersey Films']",214179088.0,154.0,Pulp Fiction,8.5,20851.0,1994,10,387664149,14480000
90000000,"['Drama', 'Science Fiction', 'Mystery']",17.551,"['South Side Amusement Company', 'Warner Bros. Pictures']",171120329.0,150.0,Contact,7.4,3069.0,1997,11,285770949,150300000
11000000,['Drama'],11.037,"['Havoc', 'PolyGram Filmed Entertainment', 'Working Title Films']",39363635.0,122.0,Dead Man Walking,7.4,915.0,1995,12,69279997,19360000
24000000,"['Drama', 'Romance']",15.127,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros. Pictures']",182016617.0,135.0,The Bridges of Madison County,7.7,1370.0,1995,5,320349245,42240000
80000000,"['Comedy', 'Romance']",16.541,"['Universal Pictures', 'Everyman Pictures', 'Tribeca Productions', 'DreamWorks Pictures']",516642939.0,115.0,Meet the Fockers,6.2,3567.0,2004,12,733632973,113600000
58000000,"['Adventure', 'Action', 'Thriller']",19.565,"['Eon Productions', 'United Artists']",352194034.0,130.0,GoldenEye,6.9,2727.0,1995,11,619861499,102080000
43000000,['Drama'],11.995,"['Laurence Mark Productions', 'Finding Forrester Productions', 'Fountainbridge Films', 'Columbia Pictures', 'Sony Pictures']",80049764.0,136.0,Finding Forrester,7.2,740.0,2000,12,124877631,67080000
